ylre_katuosat_point.6954;POINT (25497383.966843 6672542.82432);436752;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - city roska-astia, 100 litraa;3427;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;A-luokka;I;1;Pääkadut ja erittäin vilkkaat klv:t;Rakennusvirasto Länsi;182;1;0;0;0;Kauppatori;Tori;553;452;249;2015-12-04 00:00:00;(60.16577021, 24.95288176)
ylre_katuosat_point.6955;POINT (25497377.046836 6672542.702076);436753;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - city roska-astia, 100 litraa;3427;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;A-luokka;I;1;Pääkadut ja erittäin vilkkaat klv:t;Rakennusvirasto Länsi;182;1;0;0;0;Kauppatori;Tori;553;452;250;2015-12-04 00:00:00;(60.16576907, 24.95275712)
ylre_katuosat_point.6980;POINT (25495301.459993 6672223.230117);141211;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Selkämerenkatu;Asuntokatu;1075;924;39;2015-12-04 00:00:00;(60.16288307, 24.91538045)
ylre_katuosat_point.7041;POINT (25492299.853586 6671718.166863);137606;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;B-luokka;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;3;0;0;0;Isokaari;Kokoojakatu tai -tie;160;107;140;2015-12-04 00:00:00;(60.15830438, 24.86134151)
ylre_katuosat_point.7042;POINT (25492514.804062 6671532.637813);137607;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;B-luokka;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;3;0;0;0;Isokaari;Kokoojakatu tai -tie;160;107;141;2015-12-04 00:00:00;(60.15664317, 24.86521898)
ylre_katuosat_point.7043;POINT (25492879.444016 6671665.157066);137609;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;B-luokka;II;2;Kokoojakadut ja vilkasliikenteiset klv:t;Rakennusvirasto Länsi;182;3;0;0;0;Isokaari;Kokoojakatu tai -tie;160;107;143;2015-12-04 00:00:00;(60.15783910, 24.87178016)
ylre_katuosat_point.7046;POINT (25494765.330676 6672258.734903);142570;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 30 litraa;1643;HKL;42;HKL;83;;C-luokka;III;3;Tonttikadut ja vähäliikenteiset klv:t;HKL;34;2;0;0;0;K. A. Fagerholmin aukio;Asuntokatu;11681;7630;22;2016-09-26 00:00:00;(60.16319523, 24.90572400)
ylre_katuosat_point.7057;POINT (25498618.965479 6672774.416539);143703;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Rakennusvirasto Länsi;382;;C-luokka;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Merisotilaantori;Tori;698;591;24;2015-12-04 00:00:00;(60.16785490, 24.97512416)
ylre_katuosat_point.7079;POINT (25495234.937538 6672224.172723);141042;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;2;0;0;0;Itämerenkuja;Kevyt liikenne;10501;6520;38;2015-12-04 00:00:00;(60.16289076, 24.91418238)
ylre_katuosat_point.7215;POINT (25497343.050296 6672955.179869);143206;Kalusteet ja leikkivälineet;32;Jäteastiat;383;HKR - roska-astia, 60 litraa;1644;Rakennusvirasto Länsi;382;Ei talvikunnossapitoa;41;;Ei talvikunnossapitoa;III;3;Tonttikadut ja vähäliikenteiset klv:t;Rakennusvirasto Länsi;182;1;0;0;0;Senaatintori;Tori;783;672;100;2015-12-04 00:00:00;(60.16947102, 24.95213942)
